PassengerId,Survived,Pclass,Name,NameLength,Sex,SibSpouce,ParentsChild,TicketNumber,Fare,Cabin,Age_wiki,Age_Months,HometownCountry,Boarded,Destination,DestinationCountry,Lifeboat,LifeboatSupport
576,0,3,"Patchett, Mr. George",20,male,0,0,358585,14.5,,19,228,England,Southampton,"Kitchener, Ontario, Canada",Canada,,No
577,1,2,"Garside, Miss. Ethel",20,female,0,0,243880,13,,34,408,England,Southampton,"Brooklyn, New York, US",US,12,Yes
578,1,1,"Silvey, Mrs. William Baird ",27,female,1,0,13507,55.9,E44,39,468,US,Cherbourg,"Duluth, Minnesota, US",US,11,Yes
579,0,3,"Caram, Mrs. Joseph ",19,female,1,0,2689,14.4583,,18,216,Syria,Cherbourg,"Ottawa, Ontario, Canada",Canada,,No
580,1,3,"Jussila, Mr. Eiriik",19,male,0,0,STON/O 2. 3101286,7.925,,32,384,Finland,Southampton,"Monessen, Pennsylvania, US",US,15,Yes
581,1,2,"Christy, Miss. Julie Rachel",27,female,1,1,237789,30,,25,300,England,Southampton,"Montreal, Quebec, Canada",Canada,12,Yes
582,1,1,"Thayer, Mrs. John Borland ",26,female,1,1,17421,110.8833,C68,39,468,US,Cherbourg,"Haverford, Pennsylvania, US",US,4,Yes
583,0,2,"Downton, Mr. William James",26,male,0,0,28403,26,,55,660,US,Southampton,"Rochester, New York, US",US,,No
584,0,1,"Ross, Mr. John Hugo",19,male,0,0,13049,40.125,A10,36,432,Canada,Southampton,"Winnipeg, Manitoba, Canada",Canada,,No
585,0,3,"Paulner, Mr. Uscher",19,male,0,0,3411,8.7125,,16,192,Unknown,Cherbourg,New York City,US,,No
586,1,1,"Taussig, Miss. Ruth",19,female,0,2,110413,79.65,E68,18,216,US,Southampton,"New York, New York, US",US,8,Yes
587,0,2,"Jarvis, Mr. John Denzil",23,male,0,0,237565,15,,47,564,England,Southampton,New York City,US,,No
588,1,1,"Frolicher-Stehli, Mr. Maxmillian",32,male,1,1,13567,79.2,B41,60,720,Switzerland,Cherbourg,"New York, New York, US",US,5,Yes
589,0,3,"Gilinski, Mr. Eliezer",21,male,0,0,14973,8.05,,22,264,Australia,Southampton,"Chicago, Illinois, US",US,,No
590,0,3,"Murdlin, Mr. Joseph",19,male,0,0,A./5. 3235,8.05,,22,264,England,Southampton,New York City,US,,No
591,0,3,"Rintamaki, Mr. Matti",20,male,0,0,STON/O 2. 3101273,7.125,,35,420,Finland,Southampton,"Sudbury, Ontario, Canada",Canada,,No
592,1,1,"Stephenson, Mrs. Walter Bertram ",32,female,1,0,36947,78.2667,D20,52,624,France,Cherbourg,"Haverford, Pennsylvania, US",US,4,Yes
593,0,3,"Elsbury, Mr. William James",26,male,0,0,A/5 3902,7.25,,47,564,England,Southampton,"Gurnee, Illinois, US",US,,No
594,0,3,"Bourke, Miss. Mary",18,female,0,2,364848,7.75,,40,480,Ireland,Queenstown,"Chicago, Illinois, US",US,,No
595,0,2,"Chapman, Mr. John Henry",23,male,1,0,SC/AH 29037,26,,36,432,England,Southampton,"Spokane, Washington, US",US,,No
596,0,3,"Van Impe, Mr. Jean Baptiste",27,male,1,1,345773,24.15,,36,432,Belgium,Southampton,"Detroit, Michigan, US",US,,No
597,1,2,"Leitch, Miss. Jessie Wills",26,female,0,0,248727,33,,31,372,England,Southampton,"Chicago, Illinois, US",US,11,Yes
598,0,3,"Johnson, Mr. Alfred",19,male,0,0,LINE,0,,49,588,England,Southampton,New York City,US,,No
599,0,3,"Boulos, Mr. Hanna",17,male,0,0,2664,7.225,,18,216,Syria,Cherbourg,"Ottawa, Ontario, Canada",Canada,,No
600,1,1,"Duff Gordon, Sir. Cosmo Edmund ",31,male,1,0,PC 17485,56.9292,A20,49,588,England,Cherbourg,"New York, New York, US",US,1,Yes
601,1,2,"Jacobsohn, Mrs. Sidney Samuel ",30,female,2,1,243847,27,,24,288,England,Southampton,"Montreal, Quebec, Canada",Canada,12,Yes
602,0,3,"Slabenoff, Mr. Petco",20,male,0,0,349214,7.8958,,42,504,Bulgaria,Southampton,New York City,US,,No
603,0,1,"Harrington, Mr. Charles H",25,male,0,0,113796,42.4,,37,444,US,Southampton,"Washington, DC, US",US,,No
604,0,3,"Torber, Mr. Ernst William",25,male,0,0,364511,8.05,,44,528,Germany,Southampton,New York City,US,,No
605,1,1,"Homer, Mr. Harry ",17,male,0,0,111426,26.55,,40,480,US,Southampton,"Indianapolis, Indiana, US",US,15,Yes
606,0,3,"Lindell, Mr. Edvard Bengtsson",29,male,1,0,349910,15.55,,36,432,Finland,Southampton,"Hartford, Connecticut, US",US,A,Yes
607,0,3,"Karaic, Mr. Milan",17,male,0,0,349246,7.8958,,30,360,Croatia,Southampton,"Youngstown, Ohio, US",US,,No
608,1,1,"Daniel, Mr. Robert Williams",27,male,0,0,113804,30.5,,27,324,US,Southampton,"Philadelphia, Pennsylvania, US",US,3,Yes
609,1,2,"Laroche, Mrs. Joseph ",21,female,1,2,SC/Paris 2123,41.5792,,22,264,France,Cherbourg,"Cap-Ha??tien, Haiti",Haiti,14,Yes
610,1,1,"Shutes, Miss. Elizabeth W",25,female,0,0,PC 17582,153.4625,C125,40,480,US,Southampton,"Greenwich, Connecticut, US",US,3,Yes
611,0,3,"Andersson, Mrs. Anders Johan ",29,female,1,5,347082,31.275,,39,468,Sweden,Southampton,"Winnipeg, Manitoba, Canada",Canada,,No
612,0,3,"Jardin, Mr. Jose Neto",21,male,0,0,SOTON/O.Q. 3101305,7.05,,21,252,Portugal,Southampton,New York City,US,,No
613,1,3,"Murphy, Miss. Margaret Jane",27,female,1,0,367230,15.5,,25,300,Ireland,Queenstown,"Philadelphia, Pennsylvania, US",US,16,Yes
614,0,3,"Horgan, Mr. John",16,male,0,0,370377,7.75,,22,264,Ireland,Queenstown,New York City,US,,No
615,0,3,"Brocklebank, Mr. William Alfred",31,male,0,0,364512,8.05,,35,420,England,Southampton,New York City,US,,No
616,1,2,"Herman, Miss. Alice",19,female,1,2,220845,65,,24,288,England,Southampton,"Bernardsville, New Jersey, US",US,9,Yes
617,0,3,"Danbom, Mr. Ernst Gilbert",25,male,1,1,347080,14.4,,34,408,Sweden,Southampton,"Stanton, Iowa, US",US,,No
618,0,3,"Lobb, Mrs. William Arthur ",26,female,1,0,A/5. 3336,16.1,,26,312,US,Southampton,"Scranton, Pennsylvania, US",US,,No
619,1,2,"Becker, Miss. Marion Louise",27,female,2,1,230136,39,F4,4,48,British India,Southampton,"Benton Harbor, Michigan, US",US,11,Yes
620,0,2,"Gavey, Mr. Lawrence",19,male,0,0,31028,10.5,,26,312,Channel Islands,Southampton,"Elizabeth, New Jersey, US",US,,No
621,0,3,"Yasbeck, Mr. Antoni",19,male,1,0,2659,14.4542,,27,324,Lebanon,Cherbourg,"Wilkes-Barre, Pennsylvania, US",US,,No
622,1,1,"Kimball, Mr. Edwin Nelson Jr",28,male,1,0,11753,52.5542,D19,42,504,US,Southampton,"Boston, Massachusetts, US",US,5,Yes
623,1,3,"Nakid, Mr. Sahid",16,male,1,1,2653,15.7417,,20,240,Lebanon,Cherbourg,"Waterbury, Connecticut, US",US,C,Yes
624,0,3,"Hansen, Mr. Henry Damsgaard",27,male,0,0,350029,7.8542,,21,252,Denmark,Southampton,"Racine, Wisconsin, US",US,,No
625,0,3,"Bowen, Mr. David John ""Dai""",27,male,0,0,54636,16.1,,20,240,Australia,Southampton,New York City,US,,No
626,0,1,"Sutton, Mr. Frederick",21,male,0,0,36963,32.3208,D50,61,732,US,Southampton,"Haddonfield, New Jersey, US",US,,No
627,0,2,"Kirkland, Rev. Charles Leonard",30,male,0,0,219533,12.35,,52,624,Scotland,Queenstown,"Tuxford, Saskatchewan, Canada",Canada,,No
628,1,1,"Longley, Miss. Gretchen Fiske",29,female,0,0,13502,77.9583,D9,21,252,US,Cherbourg,"Hudson, New York, US",US,10,Yes
629,0,3,"Bostandyeff, Mr. Guentcho",25,male,0,0,349224,7.8958,,26,312,Bulgaria,Southampton,"Chicago, Illinois, US",US,,No
630,0,3,"O'Connell, Mr. Patrick D",24,male,0,0,334912,7.7333,,17,204,Ireland,Queenstown,New York City,US,,No
631,1,1,"Barkworth, Mr. Algernon Henry Wilson",36,male,0,0,27042,30,A23,47,564,England,Southampton,"New York, New York, US",US,B,Yes
632,0,3,"Lundahl, Mr. Johan Svensson",27,male,0,0,347743,7.0542,,51,612,Sweden,Southampton,"Spokane, Washington, US",US,,No
633,1,1,"Stahelin-Maeglin, Dr. Max",25,male,0,0,13214,30.5,B50,32,384,Switzerland,Southampton,"New York, New York, US",US,3,Yes
634,0,1,"Parr, Mr. William Henry Marsh",29,male,0,0,112052,0,,29,348,Ireland,Belfast,"New York, New York, US",US,,No
635,0,3,"Skoog, Miss. Mabel",18,female,3,2,347088,27.9,,9,108,Sweden,Southampton,"Iron Mountain, Michigan, US",US,,No
636,1,2,"Davis, Miss. Mary",17,female,0,0,237668,13,,28,336,England,Southampton,"Tottenville, New York, US",US,13,Yes
637,0,3,"Leinonen, Mr. Antti Gustaf",26,male,0,0,STON/O 2. 3101292,7.925,,32,384,Finland,Southampton,New York City,US,,No
638,0,2,"Collyer, Mr. Harvey",19,male,1,1,C.A. 31921,26.25,,31,372,England,Southampton,"Payette, Idaho, US",US,,No
639,0,3,"Panula, Mrs. Juha ",18,female,0,5,3101295,39.6875,,41,492,Finland,Southampton,"Coal Center, Pennsylvania, US",US,,No
640,0,3,"Thorneycroft, Mr. Percival",26,male,1,0,376564,16.1,,36,432,England,Southampton,"Clinton, New York, US",US,,No
641,0,3,"Jensen, Mr. Hans Peder",22,male,0,0,350050,7.8542,,20,240,Denmark,Southampton,"Portland, Oregon, US",US,,No
642,1,1,"Sagesser, Mlle. Emma",20,female,0,0,PC 17477,69.3,B35,24,288,France,Cherbourg,"New York, New York, US",US,9,Yes
643,0,3,"Skoog, Miss. Margit Elizabeth",29,female,3,2,347088,27.9,,2,24,Sweden,Southampton,"Iron Mountain, Michigan, US",US,,No
644,1,3,"Foo, Mr. Choong",15,male,0,0,1601,56.4958,,32,384,China,Southampton,New York City,US,C,Yes
645,1,3,"Baclini, Miss. Eugenie",22,female,2,1,2666,19.2583,,4,48,Lebanon,Cherbourg,"Brooklyn, New York, US",US,C,Yes
646,1,1,"Harper, Mr. Henry Sleeper",25,male,1,0,PC 17572,76.7292,D33,48,576,US,Cherbourg,"New York, New York, US",US,3,Yes
647,0,3,"Cor, Mr. Liudevit",17,male,0,0,349231,7.8958,,19,228,Croatia,Southampton,"Great Falls, Montana, US",US,,No
648,1,1,"Simonius-Blumer, Col. Oberst Alfons",35,male,0,0,13213,35.5,A26,56,672,Switzerland,Southampton,"New York, New York, US",US,3,Yes
649,0,3,"Willey, Mr. Edward",18,male,0,0,S.O./P.P. 751,7.55,,18,216,England,Southampton,"Schenectady, New York, US",US,,No
650,1,3,"Stanley, Miss. Amy Zillah Elsie",31,female,0,0,CA. 2314,7.55,,24,288,England,Southampton,"New Haven, Connecticut, US",US,C,Yes
651,0,3,"Mitkoff, Mr. Mito",17,male,0,0,349221,7.8958,,23,276,Bulgaria,Southampton,"Chicago, Illinois, US",US,,No
652,1,2,"Doling, Miss. Elsie",19,female,0,1,231919,23,,19,228,England,Southampton,New York City,US,,No
653,0,3,"Kalvik, Mr. Johannes Halvorsen",30,male,0,0,8475,8.4333,,21,252,Norway,Southampton,"Story City, Iowa, US",US,,No
654,1,3,"O'Leary, Miss. Hanora ""Norah""",29,female,0,0,330919,7.8292,,16,192,Ireland,Queenstown,New York City,US,13,Yes
655,0,3,"Hegarty, Miss. Hanora ""Nora""",28,female,0,0,365226,6.75,,18,216,Ireland,Queenstown,"Charlestown, US",US,,No
656,0,2,"Hickman, Mr. Leonard Mark",25,male,2,0,S.O.C. 14879,73.5,,24,288,England,Southampton,"Eden, Manitoba, Canada",Canada,,No
657,0,3,"Radeff, Mr. Alexander",21,male,0,0,349223,7.8958,,27,324,Bulgaria,Southampton,"Chicago, Illinois, US",US,,No
658,0,3,"Bourke, Mrs. John ",18,female,1,1,364849,15.5,,32,384,Ireland,Queenstown,"Chicago, Illinois, US",US,,No
659,0,2,"Eitemiller, Mr. George Floyd",28,male,0,0,29751,13,,23,276,England,Southampton,"Detroit, Michigan, US",US,,No
660,0,1,"Newell, Mr. Arthur Webster",26,male,0,2,35273,113.275,D48,58,696,US,Cherbourg,"Lexington, Massachusetts, US",US,,No
661,1,1,"Frauenthal, Dr. Henry William",29,male,2,0,PC 17611,133.65,,49,588,England,Southampton,"New York, New York, US",US,5,Yes
662,0,3,"Badt, Mr. Mohamed",17,male,0,0,2623,7.225,,40,480,Lebanon,Cherbourg,New York City,US,,No
663,0,1,"Colley, Mr. Edward Pomeroy",26,male,0,0,5727,25.5875,E58,37,444,Ireland,Southampton,"Vancouver, British Columbia, Canada",Canada,,No
664,0,3,"Coleff, Mr. Peju",16,male,0,0,349210,7.4958,,36,432,Bulgaria,Southampton,"Chicago, Illinois, US",US,,No
665,1,3,"Lindqvist, Mr. Eino William",27,male,1,0,STON/O 2. 3101285,7.925,,20,240,Finland,Southampton,"Monessen, Pennsylvania, US",US,15,Yes
666,0,2,"Hickman, Mr. Lewis",18,male,2,0,S.O.C. 14879,73.5,,30,360,England,Southampton,"The Pas, Manitoba, Canada",Canada,,No
667,0,2,"Butler, Mr. Reginald Fenton",27,male,0,0,234686,13,,25,300,England,Southampton,New York City,US,,No
668,0,3,"Rommetvedt, Mr. Knud Paust",26,male,0,0,312993,7.775,,49,588,Norway,Southampton,New York City,US,,No
669,0,3,"Cook, Mr. Jacob",15,male,0,0,A/5 3536,8.05,,43,516,Russia,Southampton,New York City,US,,No
670,1,1,"Taylor, Mrs. Elmer Zebley ",26,female,1,0,19996,52,C126,48,576,England,Southampton,"East Orange, New Jersey, US",US,5,Yes
671,1,2,"Brown, Mrs. Thomas William Solomon ",35,female,1,1,29750,39,,40,480,South Africa,Southampton,"Seattle, Washington, US",US,14,Yes
672,0,1,"Davidson, Mr. Thornton",22,male,1,0,F.C. 12750,52,B71,31,372,Canada,Southampton,"Montreal, Quebec, Canada",Canada,,No
673,0,2,"Mitchell, Mr. Henry Michael",27,male,0,0,C.A. 24580,10.5,,71,852,Channel Islands,Southampton,"Toledo, Ohio, US",US,,No
674,1,2,"Wilhelms, Mr. Charles",21,male,0,0,244270,13,,32,384,England,Southampton,New York City,US,9,Yes
675,0,2,"Watson, Mr. Ennis Hastings",26,male,0,0,239856,0,,15,180,Ireland,Belfast,New York City,US,,No
676,0,3,"Edvardsson, Mr. Gustaf Hjalmar",30,male,0,0,349912,7.775,,18,216,Sweden,Southampton,"Joliet, Illinois, US",US,,No
677,0,3,"Sawyer, Mr. Frederick Charles",29,male,0,0,342826,8.05,,33,396,England,Southampton,"Halley, Michigan, US",US,,No
678,1,3,"Turja, Miss. Anna Sofia",23,female,0,0,4138,9.8417,,18,216,Finland,Southampton,"Ashtabula, Ohio, US",US,15,Yes
679,0,3,"Goodwin, Mrs. Frederick ",24,female,1,6,CA 2144,46.9,,43,516,England,Southampton,"Niagara Falls, New York, US",US,,No
680,1,1,"Cardeza, Mr. Thomas Drake Martinez",34,male,0,1,PC 17755,512.3292,B51 B53 B55,36,432,US,Cherbourg,"Germantown, Pennsylvania, US",US,3,Yes
681,0,3,"Peters, Miss. Katie",19,female,0,0,330935,8.1375,,26,312,Ireland,Queenstown,New York City,US,,No
682,1,1,"Hassab, Mr. Hammad",18,male,0,0,PC 17572,76.7292,D49,27,324,Egypt,Cherbourg,"New York, New York, US",US,3,Yes
683,0,3,"Olsvigen, Mr. Thor Anderson",27,male,0,0,6563,9.225,,20,240,Norway,Southampton,"Carneron, US",US,,No
684,0,3,"Goodwin, Mr. Charles Edward",27,male,5,2,CA 2144,46.9,,14,168,England,Southampton,"Niagara Falls, New York, US",US,,No
685,0,2,"Brown, Mr. Thomas William Solomon",33,male,1,1,29750,39,,60,720,South Africa,Southampton,"Seattle, Washington, US",US,,No
686,0,2,"Laroche, Mr. Joseph Philippe Lemercier",38,male,1,2,SC/Paris 2123,41.5792,,25,300,France,Cherbourg,"Cap-Ha??tien, Haiti",Haiti,,No
687,0,3,"Panula, Mr. Jaako Arnold",24,male,4,1,3101295,39.6875,,15,180,Finland,Southampton,"Coal Center, Pennsylvania, US",US,,No
688,0,3,"Dakic, Mr. Branko",17,male,0,0,349228,10.1708,,19,228,Croatia,Southampton,New York City,US,,No
689,0,3,"Fischer, Mr. Eberhard Thelander",31,male,0,0,350036,7.7958,,18,216,Sweden,Southampton,New York City,US,,No
690,1,1,"Madill, Miss. Georgette Alexandra",33,female,0,1,24160,211.3375,B5,16,192,US,Southampton,"St Louis, Missouri, US",US,2,Yes
691,1,1,"Dick, Mr. Albert Adrian",23,male,1,0,17474,57,B20,31,372,Canada,Southampton,"Calgary, Alberta, Canada",Canada,3,Yes
692,1,3,"Karun, Miss. Manca",18,female,0,1,349256,13.4167,,4,48,Slovenia,Southampton,"Galesburg, Illinois, US",US,15,Yes
693,1,3,"Lam, Mr. Ali",12,male,0,0,1601,56.4958,,37,444,China,Southampton,New York City,US,C,Yes
694,0,3,"Saad, Mr. Khalil",16,male,0,0,2672,7.225,,25,300,Syria,Cherbourg,"Ottawa, Ontario, Canada",Canada,,No
695,0,1,"Weir, Col. John",15,male,0,0,113800,26.55,,59,708,US,Southampton,"New York, New York, US",US,,No
696,0,2,"Chapman, Mr. Charles Henry",26,male,0,0,248731,13.5,,52,624,US,Southampton,"Bronx, New York, US",US,,No
697,0,3,"Kelly, Mr. James",16,male,0,0,363592,8.05,,44,528,Ireland,Queenstown,"New Haven, Connecticut, US",US,,No
698,1,3,"Mullens, Miss. Katherine ""Katie""",32,female,0,0,35852,7.7333,,19,228,Ireland,Queenstown,New York City,US,16,Yes
699,0,1,"Thayer, Mr. John Borland",24,male,1,1,17421,110.8833,C68,49,588,US,Cherbourg,"Haverford, Pennsylvania, US",US,,No
700,0,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",40,male,0,0,348121,7.65,F G63,42,504,Norway,Southampton,"Milwaukee, Wisconsin, US",US,,No
701,1,1,"Astor, Mrs. John Jacob ",23,female,1,0,PC 17757,227.525,C62 C64,18,216,US,Cherbourg,"New York, New York, US",US,4,Yes
702,1,1,"Silverthorne, Mr. Spencer Victor",32,male,0,0,PC 17475,26.2875,E24,35,420,US,Southampton,"St Louis, Missouri, US",US,5,Yes
703,0,3,"Barbara, Miss. Saiide",21,female,0,1,2691,14.4542,,12,144,Lebanon,Cherbourg,"Ottawa, Ontario, Canada",Canada,,No
704,0,3,"Gallagher, Mr. Martin",21,male,0,0,36864,7.7417,,29,348,Ireland,Queenstown,New York City,US,,No
705,0,3,"Hansen, Mr. Henrik Juul",23,male,1,0,350025,7.8542,,26,312,Denmark,Southampton,"Racine, Wisconsin, US",US,,No
706,0,2,"Morley, Mr. Henry Samuel ",25,male,0,0,250655,26,,38,456,England,Southampton,"Los Angeles, US",US,,No
707,1,2,"Kelly, Mrs. Florence ""Fannie""",29,female,0,0,223596,13.5,,45,540,England,Southampton,New York City,US,9,Yes
708,1,1,"Calderhead, Mr. Edward Pennington",33,male,0,0,PC 17476,26.2875,E24,42,504,US,Southampton,"New York, New York, US",US,5,Yes
709,1,1,"Cleaver, Miss. Alice",20,female,0,0,113781,151.55,,22,264,England,Southampton,"Montreal, Quebec, Canada",Canada,11,Yes
710,1,3,"Moubarek, Master. Halim Gonios ",31,male,1,1,2661,15.2458,,4,48,Lebanon,Cherbourg,"Houtzdale, Pennsylvania, US",US,C,Yes
711,1,1,"Mayne, Mlle. Berthe Antonine ",29,female,0,0,PC 17482,49.5042,C90,24,288,Belgium,Cherbourg,"Montreal, Quebec, Canada",Canada,6,Yes
712,0,1,"Klaber, Mr. Herman",18,male,0,0,113028,26.55,C124,45,540,US,Southampton,"Portland, Oregon, US",US,,No
713,1,1,"Taylor, Mr. Elmer Zebley",24,male,1,0,19996,52,C126,48,576,England,Southampton,"East Orange, New Jersey, US",US,5,Yes
714,0,3,"Larsson, Mr. August Viktor",26,male,0,0,7545,9.4833,,29,348,US,Southampton,"Stamford, Connecticut, US",US,,No
715,0,2,"Greenberg, Mr. Samuel",21,male,0,0,250647,13,,52,624,US,Southampton,"Bronx, New York, US",US,,No
716,0,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",42,male,0,0,348124,7.65,F G73,19,228,Norway,Southampton,"Minneapolis, Minnesota, US",US,,No
717,1,1,"Endres, Miss. Caroline Louise",29,female,0,0,PC 17757,227.525,C45,39,468,US,Cherbourg,"New York, New York, US",US,4,Yes
718,1,2,"Troutt, Miss. Edwina Celia ""Winnie""",35,female,0,0,34218,10.5,E101,27,324,England,Southampton,"Auburndale, Florida, US",US,16,Yes
719,0,3,"McEvoy, Mr. Michael",19,male,0,0,36568,15.5,,19,228,Ireland,Queenstown,New York City,US,,No
720,0,3,"Johnson, Mr. Malkolm Joackim",28,male,0,0,347062,7.775,,33,396,US,Southampton,"Minneapolis, Minnesota, US",US,,No
721,1,2,"Harper, Miss. Annie Jessie ""Nina""",33,female,0,1,248727,33,,6,72,England,Southampton,"Chicago, Illinois, US",US,11,Yes
722,0,3,"Jensen, Mr. Svend Lauritz",25,male,1,0,350048,7.0542,,17,204,Denmark,Southampton,"Portland, Oregon, US",US,,No
723,0,2,"Gillespie, Mr. William Henry",28,male,0,0,12233,13,,34,408,Ireland,Southampton,"Vancouver, British Columbia, Canada",Canada,,No
724,0,2,"Hodges, Mr. Henry Price",23,male,0,0,250643,13,,50,600,England,Southampton,"Boston, Massachusetts, US",US,,No
725,1,1,"Chambers, Mr. Norman Campbell",29,male,1,0,113806,53.1,E8,27,324,US,Southampton,"New York, New York, US",US,5,Yes
726,0,3,"Oreskovic, Mr. Luka",19,male,0,0,315094,8.6625,,20,240,Croatia,Southampton,"Chicago, Illinois, US",US,,No
727,1,2,"Renouf, Mrs. Peter Henry ",25,female,3,0,31027,21,,30,360,US,Southampton,"Elizabeth, New Jersey, US",US,12,Yes
728,1,3,"Mannion, Miss. Margareth",24,female,0,0,36866,7.7375,,28,336,Ireland,Queenstown,New York City,US,16,Yes
729,0,2,"Bryhl, Mr. Kurt Arnold Gottfrid",31,male,1,0,236853,26,,25,300,Sweden,Southampton,"Rockford, Illinois, US",US,,No
730,0,3,"Ilmakangas, Miss. Pieta Sofia",29,female,1,0,STON/O2. 3101271,7.925,,25,300,Finland,Southampton,New York City,US,,No
731,1,1,"Allen, Miss. Elisabeth Walton",29,female,0,0,24160,211.3375,B5,29,348,US,Southampton,"St Louis, Missouri, US",US,2,Yes
732,0,3,"Hassan, Mr. Houssein G N",24,male,0,0,2699,18.7875,,11,132,US,Cherbourg,"Fredericksburg, Virginia, US",US,,No
733,0,2,"Knight, Mr. Robert J",20,male,0,0,239855,0,,39,468,Ireland,Belfast,New York City,US,,No
734,0,2,"Berriman, Mr. William John",26,male,0,0,28425,13,,23,276,England,Southampton,"Calumet, Michigan, US",US,,No
735,0,2,"Troupiansky, Mr. Moses Aaron",28,male,0,0,233639,13,,23,276,England,Southampton,New York City,US,,No
736,0,3,"Williams, Mr. Leslie",20,male,0,0,54636,16.1,,28,336,Australia,Southampton,New York City,US,,No
737,0,3,"Ford, Mrs. Edward ",18,female,1,3,W./C. 6608,34.375,,48,576,England,Southampton,"Essex County, New Jersey, US",US,,No
738,1,1,"Lesurer, Mr. Gustave J",22,male,0,0,PC 17755,512.3292,B101,35,420,US,Cherbourg,"Germantown, Pennsylvania, US",US,3,Yes
739,0,3,"Ivanoff, Mr. Kanio",18,male,0,0,349201,7.8958,,20,240,Bulgaria,Southampton,"Chicago, Illinois, US",US,,No
740,0,3,"Nankoff, Mr. Minko",18,male,0,0,349218,7.8958,,32,384,Bulgaria,Southampton,"Chicago, Illinois, US",US,,No
741,1,1,"Hawksford, Mr. Walter James",27,male,0,0,16988,30,D45,45,540,England,Southampton,"New York, New York, US",US,3,Yes
742,0,1,"Cavendish, Mr. Tyrell William",29,male,1,0,19877,78.85,C46,36,432,England,Southampton,"New York, New York, US",US,,No
743,1,1,"Ryerson, Miss. Susan Parker ""Suzette""",37,female,2,2,PC 17608,262.375,B57 B59 B63 B66,21,252,US,Cherbourg,"Cooperstown, New York, US",US,4,Yes
744,0,3,"McNamee, Mr. Neal",17,male,1,0,376566,16.1,,27,324,England,Southampton,"Philadelphia, Pennsylvania, US",US,,No
745,1,3,"Stranden, Mr. Juho",18,male,0,0,STON/O 2. 3101288,7.925,,31,372,Finland,Southampton,"Duluth, Minnesota, US",US,9,Yes
746,0,1,"Crosby, Capt. Edward Gifford",28,male,1,1,WE/P 5735,71,B22,70,840,US,Southampton,"Milwaukee, Wisconsin, US",US,,No
747,0,3,"Abbott, Mr. Rossmore Edward",27,male,1,1,C.A. 2673,20.25,,16,192,US,Southampton,"East Providence, Rhode Island, US",US,,No
748,1,2,"Sinkkonen, Miss. Anna",21,female,0,0,250648,13,,30,360,Finland,Southampton,"Brighton, Boston, Massachusetts, US",US,10,Yes
749,0,1,"Marvin, Mr. Daniel Warner",25,male,1,0,113773,53.1,D30,18,216,US,Southampton,"New York, New York, US",US,,No
750,0,3,"Connaghton, Mr. Michael",23,male,0,0,335097,7.75,,31,372,US,Queenstown,"Brooklyn, New York, US",US,,No
751,1,2,"Wells, Miss. Joan",17,female,1,1,29103,23,,4,48,England,Southampton,"Akron, Ohio, US",US,14,Yes
752,1,3,"Moor, Master. Meier",19,male,0,1,392096,12.475,E121,7,84,Russia,Southampton,"Chicago, Illinois, US",US,14,Yes
753,0,3,"Vande Velde, Mr. Johannes Joseph",32,male,0,0,345780,9.5,,35,420,Belgium,Southampton,New York City,US,,No
754,0,3,"Jonkoff, Mr. Lalio",18,male,0,0,349204,7.8958,,23,276,Bulgaria,Southampton,"Chicago, Illinois, US",US,,No
755,1,2,"Herman, Mrs. Samuel ",20,female,1,2,220845,65,,48,576,England,Southampton,"Bernardsville, New Jersey, US",US,9,Yes
756,1,2,"Hamalainen, Master. Viljo",25,male,1,1,250649,14.5,,1,12,US,Southampton,"Detroit, Michigan, US",US,4,Yes
757,0,3,"Carlsson, Mr. August Sigfrid",28,male,0,0,350042,7.7958,,24,288,Sweden,Southampton,"Tower, Minnesota, US",US,,No
758,0,2,"Bailey, Mr. Percy Andrew",24,male,0,0,29108,11.5,,18,216,England,Southampton,"Akron, Ohio, US",US,,No
759,0,3,"Theobald, Mr. Thomas Leonard",28,male,0,0,363294,8.05,,34,408,England,Southampton,"Detroit, Michigan, US",US,,No
760,1,1,"Rothes, the Countess. of ",25,female,0,0,110152,86.5,B77,34,408,Canada,Southampton,"Vancouver, British Columbia, Canada",Canada,8,Yes
761,0,3,"Garfirth, Mr. John",18,male,0,0,358585,14.5,,21,252,England,Southampton,"Kitchener, Ontario, Canada",Canada,,No
762,0,3,"Nirva, Mr. Iisakki Antino Aijo",30,male,0,0,SOTON/O2 3101272,7.125,,41,492,Finland,Southampton,"Sudbury, Ontario, Canada",Canada,,No
763,1,3,"Barah, Mr. Hanna Assi",21,male,0,0,2663,7.2292,,27,324,Lebanon,Cherbourg,"Wilkes-Barre, Pennsylvania, US",US,15,Yes
764,1,1,"Carter, Mrs. William Ernest ",28,female,1,2,113760,120,B96 B98,36,432,US,Southampton,"Bryn Mawr, Pennsylvania, US",US,4,Yes
765,0,3,"Eklund, Mr. Hans Linus",22,male,0,0,347074,7.775,,16,192,Sweden,Southampton,"Jerome Junction, Arizona, US",US,,No
766,1,1,"Hogeboom, Mrs. John C ",22,female,1,0,13502,77.9583,D11,51,612,US,Cherbourg,"Hudson, New York, US",US,10,Yes
