"","PassengerId","Survived","Pclass","Name","NameLength","Sex","SibSpouse","ParentsChild","TicketNumber","Fare","Cabin","Age_wiki","Age_Months","HometownCountry","Boarded","Destination","DestinationCountry","Lifeboat","LifeboatSupport"
"537",537,0,1,"Butt, Major. Archibald Willingham",33,"male",0,0,"113050",26,"B38",46,552,"US","Southampton","Washington, DC, US","US","","No"
"538",538,1,1,"LeRoy, Miss. Bertha",19,"female",0,0,"PC 17761",106,"",27,324,"US","Cherbourg","Minneapolis, Minnesota, US","US","2","Yes"
"539",539,0,3,"Risien, Mr. Samuel Beard",24,"male",0,0,"364498",14,"",69,828,"England","Southampton","Groesbeck, Texas, US","US","","No"
"540",540,1,1,"Frolicher, Miss. Hedwig Margaritha",34,"female",0,2,"13568",49,"B39",22,264,"Switzerland","Cherbourg","New York, New York, US","US","5","Yes"
"541",541,1,1,"Crosby, Miss. Harriet R",23,"female",0,2,"WE/P 5735",71,"B22",39,468,"US","Southampton","Milwaukee, Wisconsin, US","US","7","Yes"
"542",542,0,3,"Andersson, Miss. Ingeborg Constanzia",36,"female",4,2,"347082",31,"",9,108,"Sweden","Southampton","Winnipeg, Manitoba, Canada","Canada","","No"
"543",543,0,3,"Andersson, Miss. Sigrid Elisabeth",33,"female",4,2,"347082",31,"",11,132,"Sweden","Southampton","Winnipeg, Manitoba, Canada","Canada","","No"
"544",544,1,2,"Beane, Mr. Edward",17,"male",1,0,"2908",26,"",32,384,"US","Southampton","New York City","US","13","Yes"
"545",545,0,1,"Douglas, Mr. Walter Donald",26,"male",1,0,"PC 17761",106,"C86",50,600,"US","Cherbourg","Minneapolis, Minnesota, US","US","","No"
"546",546,0,1,"Nicholson, Mr. Arthur Ernest",28,"male",0,0,"693",26,"",64,768,"England","Southampton","New York, New York, US","US","","No"
"547",547,1,2,"Beane, Mrs. Edward ",19,"female",1,0,"2908",26,"",19,228,"England","Southampton","New York City","US","13","Yes"
"548",548,1,2,"Padro y Manent, Mr. Julian",26,"male",0,0,"SC/PARIS 2146",13,"",26,312,"Spain","Cherbourg","Havana, Cuba","Cuba","9","Yes"
"549",549,0,3,"Goldsmith, Mr. Frank John",25,"male",1,1,"363291",20,"",33,396,"England","Southampton","Detroit, Michigan, US","US","","No"
"550",550,1,2,"Davies, Master. John Morgan Jr",30,"male",1,1,"C.A. 33112",36,"",8,96,"England","Southampton","Houghton, Michigan, US","US","14","Yes"
"551",551,1,1,"Thayer, Mr. John Borland Jr",27,"male",0,2,"17421",110,"C70",17,204,"US","Cherbourg","Haverford, Pennsylvania, US","US","B","Yes"
"552",552,0,2,"Sharp, Mr. Percival James R",27,"male",0,0,"244358",26,"",27,324,"England","Southampton","New York City","US","","No"
"553",553,0,3,"O'Brien, Mr. Timothy",20,"male",0,0,"330979",7,"",21,252,"Ireland","Queenstown","New York City","US","","No"
"554",554,1,3,"Leeni, Mr. Fahim ",17,"male",0,0,"2620",7,"",22,264,"Lebanon","Cherbourg","Dayton, Ohio, US","US","6","Yes"
"555",555,1,3,"Ohman, Miss. Velin",18,"female",0,0,"347085",7,"",22,264,"Sweden","Southampton","Chicago, Illinois, US","US","C","Yes"
"556",556,0,1,"Wright, Mr. George",18,"male",0,0,"113807",26,"",62,744,"Canada","Southampton","Halifax, Nova Scotia, Canada","Canada","","No"
"557",557,1,1,"Duff Gordon, Lady. ",19,"female",1,0,"11755",39,"A16",48,576,"England","Cherbourg","New York, New York, US","US","1","Yes"
"558",558,0,1,"Robbins, Mr. Victor",19,"male",0,0,"PC 17757",227,"",29.42,351,"","","","","","No"
"559",559,1,1,"Taussig, Mrs. Emil ",19,"female",1,1,"110413",79,"E67",39,468,"US","Southampton","New York, New York, US","US","8","Yes"
"560",560,1,3,"de Messemaeker, Mrs. Guillaume Joseph ",38,"female",1,0,"345572",17,"",36,432,"US","Southampton","Tampico, Montana, US","US","13","Yes"
"561",561,0,3,"Morrow, Mr. Thomas Rowan",24,"male",0,0,"372622",7,"",30,360,"Ireland","Queenstown","Gleichen, Alberta, Canada","Canada","","No"
"562",562,0,3,"Sivic, Mr. Husein",17,"male",0,0,"349251",7,"",40,480,"Bosnia","Southampton","Harrisburg, Pennsylvania, US","US","","No"
"563",563,0,2,"Norman, Mr. Robert Douglas",26,"male",0,0,"218629",13,"",28,336,"Scotland","Southampton","Houghton, Michigan, US","US","","No"
"564",564,0,3,"Simmons, Mr. John",17,"male",0,0,"SOTON/OQ 392082",8,"",39,468,"England","Southampton","New York City","US","","No"
"565",565,0,3,"Meanwell, Miss. ",16,"female",0,0,"SOTON/O.Q. 392087",8,"",63,756,"England","Southampton","New York City","US","","No"
"566",566,0,3,"Davies, Mr. Alfred J",20,"male",2,0,"A/4 48871",24,"",24,288,"England","Southampton","Pontiac, Michigan, US","US","","No"
"567",567,0,3,"Stoytcheff, Mr. Ilia",20,"male",0,0,"349205",7,"",19,228,"Bulgaria","Southampton","Chicago, Illinois, US","US","","No"
"568",568,0,3,"Palsson, Mrs. Nils ",19,"female",0,4,"349909",21,"",29,348,"Sweden","Southampton","Chicago, Illinois, US","US","","No"
"569",569,0,3,"Doharr, Mr. Tannous",19,"male",0,0,"2686",7,"",28,336,"Lebanon","Cherbourg","Youngstown, Ohio, US","US","","No"
"570",570,1,3,"Jonsson, Mr. Carl",17,"male",0,0,"350417",7,"",32,384,"Sweden","Southampton","Huntley, Illinois, US","US","15","Yes"
"571",571,1,2,"Harris, Mr. George",18,"male",0,0,"S.W./PP 752",10,"",62,744,"England","Southampton","New York City","US","15","Yes"
"572",572,1,1,"Appleton, Mrs. Edward Dale ",27,"female",2,0,"11769",51,"C101",53,636,"US","Southampton","New York, New York, US","US","2","Yes"
"573",573,1,1,"Flynn, Mr. John Irwin ",22,"male",0,0,"PC 17474",26,"E25",36,432,"US","Southampton","Brooklyn, New York, US","US","5","Yes"
"574",574,1,3,"Kelly, Miss. Mary",17,"female",0,0,"14312",7,"",22,264,"Ireland","Queenstown","New York City","US","D","Yes"
"575",575,0,3,"Rush, Mr. Alfred George John",28,"male",0,0,"A/4. 20589",8,"",16,192,"England","Southampton","Detroit, Michigan, US","US","","No"
"576",576,0,3,"Patchett, Mr. George",20,"male",0,0,"358585",14,"",19,228,"England","Southampton","Kitchener, Ontario, Canada","Canada","","No"
"577",577,1,2,"Garside, Miss. Ethel",20,"female",0,0,"243880",13,"",34,408,"England","Southampton","Brooklyn, New York, US","US","12","Yes"
"578",578,1,1,"Silvey, Mrs. William Baird ",27,"female",1,0,"13507",55,"E44",39,468,"US","Cherbourg","Duluth, Minnesota, US","US","11","Yes"
"579",579,0,3,"Caram, Mrs. Joseph ",19,"female",1,0,"2689",14,"",18,216,"Syria","Cherbourg","Ottawa, Ontario, Canada","Canada","","No"
"580",580,1,3,"Jussila, Mr. Eiriik",19,"male",0,0,"STON/O 2. 3101286",7,"",32,384,"Finland","Southampton","Monessen, Pennsylvania, US","US","15","Yes"
"581",581,1,2,"Christy, Miss. Julie Rachel",27,"female",1,1,"237789",30,"",25,300,"England","Southampton","Montreal, Quebec, Canada","Canada","12","Yes"
"582",582,1,1,"Thayer, Mrs. John Borland ",26,"female",1,1,"17421",110,"C68",39,468,"US","Cherbourg","Haverford, Pennsylvania, US","US","4","Yes"
"583",583,0,2,"Downton, Mr. William James",26,"male",0,0,"28403",26,"",55,660,"US","Southampton","Rochester, New York, US","US","","No"
"584",584,0,1,"Ross, Mr. John Hugo",19,"male",0,0,"13049",40,"A10",36,432,"Canada","Southampton","Winnipeg, Manitoba, Canada","Canada","","No"
"585",585,0,3,"Paulner, Mr. Uscher",19,"male",0,0,"3411",8,"",16,192,"Unknown","Cherbourg","New York City","US","","No"
"586",586,1,1,"Taussig, Miss. Ruth",19,"female",0,2,"110413",79,"E68",18,216,"US","Southampton","New York, New York, US","US","8","Yes"
"587",587,0,2,"Jarvis, Mr. John Denzil",23,"male",0,0,"237565",15,"",47,564,"England","Southampton","New York City","US","","No"
"588",588,1,1,"Frolicher-Stehli, Mr. Maxmillian",32,"male",1,1,"13567",79,"B41",60,720,"Switzerland","Cherbourg","New York, New York, US","US","5","Yes"
"589",589,0,3,"Gilinski, Mr. Eliezer",21,"male",0,0,"14973",8,"",22,264,"Australia","Southampton","Chicago, Illinois, US","US","","No"
"590",590,0,3,"Murdlin, Mr. Joseph",19,"male",0,0,"A./5. 3235",8,"",22,264,"England","Southampton","New York City","US","","No"
"591",591,0,3,"Rintamaki, Mr. Matti",20,"male",0,0,"STON/O 2. 3101273",7,"",35,420,"Finland","Southampton","Sudbury, Ontario, Canada","Canada","","No"
"592",592,1,1,"Stephenson, Mrs. Walter Bertram ",32,"female",1,0,"36947",78,"D20",52,624,"France","Cherbourg","Haverford, Pennsylvania, US","US","4","Yes"
"593",593,0,3,"Elsbury, Mr. William James",26,"male",0,0,"A/5 3902",7,"",47,564,"England","Southampton","Gurnee, Illinois, US","US","","No"
"594",594,0,3,"Bourke, Miss. Mary",18,"female",0,2,"364848",7,"",40,480,"Ireland","Queenstown","Chicago, Illinois, US","US","","No"
"595",595,0,2,"Chapman, Mr. John Henry",23,"male",1,0,"SC/AH 29037",26,"",36,432,"England","Southampton","Spokane, Washington, US","US","","No"
"596",596,0,3,"Van Impe, Mr. Jean Baptiste",27,"male",1,1,"345773",24,"",36,432,"Belgium","Southampton","Detroit, Michigan, US","US","","No"
"597",597,1,2,"Leitch, Miss. Jessie Wills",26,"female",0,0,"248727",33,"",31,372,"England","Southampton","Chicago, Illinois, US","US","11","Yes"
"598",598,0,3,"Johnson, Mr. Alfred",19,"male",0,0,"LINE",0,"",49,588,"England","Southampton","New York City","US","","No"
"599",599,0,3,"Boulos, Mr. Hanna",17,"male",0,0,"2664",7,"",18,216,"Syria","Cherbourg","Ottawa, Ontario, Canada","Canada","","No"
"600",600,1,1,"Duff Gordon, Sir. Cosmo Edmund ",31,"male",1,0,"PC 17485",56,"A20",49,588,"England","Cherbourg","New York, New York, US","US","1","Yes"
"601",601,1,2,"Jacobsohn, Mrs. Sidney Samuel ",30,"female",2,1,"243847",27,"",24,288,"England","Southampton","Montreal, Quebec, Canada","Canada","12","Yes"
"602",602,0,3,"Slabenoff, Mr. Petco",20,"male",0,0,"349214",7,"",42,504,"Bulgaria","Southampton","New York City","US","","No"
"603",603,0,1,"Harrington, Mr. Charles H",25,"male",0,0,"113796",42,"",37,444,"US","Southampton","Washington, DC, US","US","","No"
"604",604,0,3,"Torber, Mr. Ernst William",25,"male",0,0,"364511",8,"",44,528,"Germany","Southampton","New York City","US","","No"
"605",605,1,1,"Homer, Mr. Harry ",17,"male",0,0,"111426",26,"",40,480,"US","Southampton","Indianapolis, Indiana, US","US","15","Yes"
"606",606,0,3,"Lindell, Mr. Edvard Bengtsson",29,"male",1,0,"349910",15,"",36,432,"Finland","Southampton","Hartford, Connecticut, US","US","A","Yes"
"607",607,0,3,"Karaic, Mr. Milan",17,"male",0,0,"349246",7,"",30,360,"Croatia","Southampton","Youngstown, Ohio, US","US","","No"
"608",608,1,1,"Daniel, Mr. Robert Williams",27,"male",0,0,"113804",30,"",27,324,"US","Southampton","Philadelphia, Pennsylvania, US","US","3","Yes"
"609",609,1,2,"Laroche, Mrs. Joseph ",21,"female",1,2,"SC/Paris 2123",41,"",22,264,"France","Cherbourg","Cap-Ha??tien, Haiti","Haiti","14","Yes"
"610",610,1,1,"Shutes, Miss. Elizabeth W",25,"female",0,0,"PC 17582",153,"C125",40,480,"US","Southampton","Greenwich, Connecticut, US","US","3","Yes"
"611",611,0,3,"Andersson, Mrs. Anders Johan ",29,"female",1,5,"347082",31,"",39,468,"Sweden","Southampton","Winnipeg, Manitoba, Canada","Canada","","No"
"612",612,0,3,"Jardin, Mr. Jose Neto",21,"male",0,0,"SOTON/O.Q. 3101305",7,"",21,252,"Portugal","Southampton","New York City","US","","No"
"613",613,1,3,"Murphy, Miss. Margaret Jane",27,"female",1,0,"367230",15,"",25,300,"Ireland","Queenstown","Philadelphia, Pennsylvania, US","US","16","Yes"
"614",614,0,3,"Horgan, Mr. John",16,"male",0,0,"370377",7,"",22,264,"Ireland","Queenstown","New York City","US","","No"
"615",615,0,3,"Brocklebank, Mr. William Alfred",31,"male",0,0,"364512",8,"",35,420,"England","Southampton","New York City","US","","No"
"616",616,1,2,"Herman, Miss. Alice",19,"female",1,2,"220845",65,"",24,288,"England","Southampton","Bernardsville, New Jersey, US","US","9","Yes"
"617",617,0,3,"Danbom, Mr. Ernst Gilbert",25,"male",1,1,"347080",14,"",34,408,"Sweden","Southampton","Stanton, Iowa, US","US","","No"
"618",618,0,3,"Lobb, Mrs. William Arthur ",26,"female",1,0,"A/5. 3336",16,"",26,312,"US","Southampton","Scranton, Pennsylvania, US","US","","No"
"619",619,1,2,"Becker, Miss. Marion Louise",27,"female",2,1,"230136",39,"F4",4,48,"British India","Southampton","Benton Harbor, Michigan, US","US","11","Yes"
"620",620,0,2,"Gavey, Mr. Lawrence",19,"male",0,0,"31028",10,"",26,312,"Channel Islands","Southampton","Elizabeth, New Jersey, US","US","","No"
"621",621,0,3,"Yasbeck, Mr. Antoni",19,"male",1,0,"2659",14,"",27,324,"Lebanon","Cherbourg","Wilkes-Barre, Pennsylvania, US","US","","No"
"622",622,1,1,"Kimball, Mr. Edwin Nelson Jr",28,"male",1,0,"11753",52,"D19",42,504,"US","Southampton","Boston, Massachusetts, US","US","5","Yes"
"623",623,1,3,"Nakid, Mr. Sahid",16,"male",1,1,"2653",15,"",20,240,"Lebanon","Cherbourg","Waterbury, Connecticut, US","US","C","Yes"
"624",624,0,3,"Hansen, Mr. Henry Damsgaard",27,"male",0,0,"350029",7,"",21,252,"Denmark","Southampton","Racine, Wisconsin, US","US","","No"
"625",625,0,3,"Bowen, Mr. David John ""Dai""",27,"male",0,0,"54636",16,"",20,240,"Australia","Southampton","New York City","US","","No"
"626",626,0,1,"Sutton, Mr. Frederick",21,"male",0,0,"36963",32,"D50",61,732,"US","Southampton","Haddonfield, New Jersey, US","US","","No"
"627",627,0,2,"Kirkland, Rev. Charles Leonard",30,"male",0,0,"219533",12,"",52,624,"Scotland","Queenstown","Tuxford, Saskatchewan, Canada","Canada","","No"
"628",628,1,1,"Longley, Miss. Gretchen Fiske",29,"female",0,0,"13502",77,"D9",21,252,"US","Cherbourg","Hudson, New York, US","US","10","Yes"
"629",629,0,3,"Bostandyeff, Mr. Guentcho",25,"male",0,0,"349224",7,"",26,312,"Bulgaria","Southampton","Chicago, Illinois, US","US","","No"
"630",630,0,3,"O'Connell, Mr. Patrick D",24,"male",0,0,"334912",7,"",17,204,"Ireland","Queenstown","New York City","US","","No"
"631",631,1,1,"Barkworth, Mr. Algernon Henry Wilson",36,"male",0,0,"27042",30,"A23",47,564,"England","Southampton","New York, New York, US","US","B","Yes"
"632",632,0,3,"Lundahl, Mr. Johan Svensson",27,"male",0,0,"347743",7,"",51,612,"Sweden","Southampton","Spokane, Washington, US","US","","No"
"633",633,1,1,"Stahelin-Maeglin, Dr. Max",25,"male",0,0,"13214",30,"B50",32,384,"Switzerland","Southampton","New York, New York, US","US","3","Yes"
"634",634,0,1,"Parr, Mr. William Henry Marsh",29,"male",0,0,"112052",0,"",29,348,"Ireland","Belfast","New York, New York, US","US","","No"
"635",635,0,3,"Skoog, Miss. Mabel",18,"female",3,2,"347088",27,"",9,108,"Sweden","Southampton","Iron Mountain, Michigan, US","US","","No"
"636",636,1,2,"Davis, Miss. Mary",17,"female",0,0,"237668",13,"",28,336,"England","Southampton","Tottenville, New York, US","US","13","Yes"
"637",637,0,3,"Leinonen, Mr. Antti Gustaf",26,"male",0,0,"STON/O 2. 3101292",7,"",32,384,"Finland","Southampton","New York City","US","","No"
"638",638,0,2,"Collyer, Mr. Harvey",19,"male",1,1,"C.A. 31921",26,"",31,372,"England","Southampton","Payette, Idaho, US","US","","No"
"639",639,0,3,"Panula, Mrs. Juha ",18,"female",0,5,"3101295",39,"",41,492,"Finland","Southampton","Coal Center, Pennsylvania, US","US","","No"
"640",640,0,3,"Thorneycroft, Mr. Percival",26,"male",1,0,"376564",16,"",36,432,"England","Southampton","Clinton, New York, US","US","","No"
"641",641,0,3,"Jensen, Mr. Hans Peder",22,"male",0,0,"350050",7,"",20,240,"Denmark","Southampton","Portland, Oregon, US","US","","No"
"642",642,1,1,"Sagesser, Mlle. Emma",20,"female",0,0,"PC 17477",69,"B35",24,288,"France","Cherbourg","New York, New York, US","US","9","Yes"
"643",643,0,3,"Skoog, Miss. Margit Elizabeth",29,"female",3,2,"347088",27,"",2,24,"Sweden","Southampton","Iron Mountain, Michigan, US","US","","No"
"644",644,1,3,"Foo, Mr. Choong",15,"male",0,0,"1601",56,"",32,384,"China","Southampton","New York City","US","C","Yes"
"645",645,1,3,"Baclini, Miss. Eugenie",22,"female",2,1,"2666",19,"",4,48,"Lebanon","Cherbourg","Brooklyn, New York, US","US","C","Yes"
"646",646,1,1,"Harper, Mr. Henry Sleeper",25,"male",1,0,"PC 17572",76,"D33",48,576,"US","Cherbourg","New York, New York, US","US","3","Yes"
"647",647,0,3,"Cor, Mr. Liudevit",17,"male",0,0,"349231",7,"",19,228,"Croatia","Southampton","Great Falls, Montana, US","US","","No"
"648",648,1,1,"Simonius-Blumer, Col. Oberst Alfons",35,"male",0,0,"13213",35,"A26",56,672,"Switzerland","Southampton","New York, New York, US","US","3","Yes"
"649",649,0,3,"Willey, Mr. Edward",18,"male",0,0,"S.O./P.P. 751",7,"",18,216,"England","Southampton","Schenectady, New York, US","US","","No"
"650",650,1,3,"Stanley, Miss. Amy Zillah Elsie",31,"female",0,0,"CA. 2314",7,"",24,288,"England","Southampton","New Haven, Connecticut, US","US","C","Yes"
"651",651,0,3,"Mitkoff, Mr. Mito",17,"male",0,0,"349221",7,"",23,276,"Bulgaria","Southampton","Chicago, Illinois, US","US","","No"
"652",652,1,2,"Doling, Miss. Elsie",19,"female",0,1,"231919",23,"",19,228,"England","Southampton","New York City","US","","No"
"653",653,0,3,"Kalvik, Mr. Johannes Halvorsen",30,"male",0,0,"8475",8,"",21,252,"Norway","Southampton","Story City, Iowa, US","US","","No"
"654",654,1,3,"O'Leary, Miss. Hanora ""Norah""",29,"female",0,0,"330919",7,"",16,192,"Ireland","Queenstown","New York City","US","13","Yes"
"655",655,0,3,"Hegarty, Miss. Hanora ""Nora""",28,"female",0,0,"365226",6,"",18,216,"Ireland","Queenstown","Charlestown, US","US","","No"
"656",656,0,2,"Hickman, Mr. Leonard Mark",25,"male",2,0,"S.O.C. 14879",73,"",24,288,"England","Southampton","Eden, Manitoba, Canada","Canada","","No"
"657",657,0,3,"Radeff, Mr. Alexander",21,"male",0,0,"349223",7,"",27,324,"Bulgaria","Southampton","Chicago, Illinois, US","US","","No"
"658",658,0,3,"Bourke, Mrs. John ",18,"female",1,1,"364849",15,"",32,384,"Ireland","Queenstown","Chicago, Illinois, US","US","","No"
"659",659,0,2,"Eitemiller, Mr. George Floyd",28,"male",0,0,"29751",13,"",23,276,"England","Southampton","Detroit, Michigan, US","US","","No"
"660",660,0,1,"Newell, Mr. Arthur Webster",26,"male",0,2,"35273",113,"D48",58,696,"US","Cherbourg","Lexington, Massachusetts, US","US","","No"
"661",661,1,1,"Frauenthal, Dr. Henry William",29,"male",2,0,"PC 17611",133,"",49,588,"England","Southampton","New York, New York, US","US","5","Yes"
"662",662,0,3,"Badt, Mr. Mohamed",17,"male",0,0,"2623",7,"",40,480,"Lebanon","Cherbourg","New York City","US","","No"
"663",663,0,1,"Colley, Mr. Edward Pomeroy",26,"male",0,0,"5727",25,"E58",37,444,"Ireland","Southampton","Vancouver, British Columbia, Canada","Canada","","No"
"664",664,0,3,"Coleff, Mr. Peju",16,"male",0,0,"349210",7,"",36,432,"Bulgaria","Southampton","Chicago, Illinois, US","US","","No"
"665",665,1,3,"Lindqvist, Mr. Eino William",27,"male",1,0,"STON/O 2. 3101285",7,"",20,240,"Finland","Southampton","Monessen, Pennsylvania, US","US","15","Yes"
"666",666,0,2,"Hickman, Mr. Lewis",18,"male",2,0,"S.O.C. 14879",73,"",30,360,"England","Southampton","The Pas, Manitoba, Canada","Canada","","No"
"667",667,0,2,"Butler, Mr. Reginald Fenton",27,"male",0,0,"234686",13,"",25,300,"England","Southampton","New York City","US","","No"
"668",668,0,3,"Rommetvedt, Mr. Knud Paust",26,"male",0,0,"312993",7,"",49,588,"Norway","Southampton","New York City","US","","No"
"669",669,0,3,"Cook, Mr. Jacob",15,"male",0,0,"A/5 3536",8,"",43,516,"Russia","Southampton","New York City","US","","No"
"670",670,1,1,"Taylor, Mrs. Elmer Zebley ",26,"female",1,0,"19996",52,"C126",48,576,"England","Southampton","East Orange, New Jersey, US","US","5","Yes"
"671",671,1,2,"Brown, Mrs. Thomas William Solomon ",35,"female",1,1,"29750",39,"",40,480,"South Africa","Southampton","Seattle, Washington, US","US","14","Yes"
"672",672,0,1,"Davidson, Mr. Thornton",22,"male",1,0,"F.C. 12750",52,"B71",31,372,"Canada","Southampton","Montreal, Quebec, Canada","Canada","","No"
"673",673,0,2,"Mitchell, Mr. Henry Michael",27,"male",0,0,"C.A. 24580",10,"",71,852,"Channel Islands","Southampton","Toledo, Ohio, US","US","","No"
"674",674,1,2,"Wilhelms, Mr. Charles",21,"male",0,0,"244270",13,"",32,384,"England","Southampton","New York City","US","9","Yes"
"675",675,0,2,"Watson, Mr. Ennis Hastings",26,"male",0,0,"239856",0,"",15,180,"Ireland","Belfast","New York City","US","","No"
"676",676,0,3,"Edvardsson, Mr. Gustaf Hjalmar",30,"male",0,0,"349912",7,"",18,216,"Sweden","Southampton","Joliet, Illinois, US","US","","No"
"677",677,0,3,"Sawyer, Mr. Frederick Charles",29,"male",0,0,"342826",8,"",33,396,"England","Southampton","Halley, Michigan, US","US","","No"
"678",678,1,3,"Turja, Miss. Anna Sofia",23,"female",0,0,"4138",9,"",18,216,"Finland","Southampton","Ashtabula, Ohio, US","US","15","Yes"
"679",679,0,3,"Goodwin, Mrs. Frederick ",24,"female",1,6,"CA 2144",46,"",43,516,"England","Southampton","Niagara Falls, New York, US","US","","No"
"680",680,1,1,"Cardeza, Mr. Thomas Drake Martinez",34,"male",0,1,"PC 17755",512,"B51 B53 B55",36,432,"US","Cherbourg","Germantown, Pennsylvania, US","US","3","Yes"
"681",681,0,3,"Peters, Miss. Katie",19,"female",0,0,"330935",8,"",26,312,"Ireland","Queenstown","New York City","US","","No"
"682",682,1,1,"Hassab, Mr. Hammad",18,"male",0,0,"PC 17572",76,"D49",27,324,"Egypt","Cherbourg","New York, New York, US","US","3","Yes"
"683",683,0,3,"Olsvigen, Mr. Thor Anderson",27,"male",0,0,"6563",9,"",20,240,"Norway","Southampton","Carneron, US","US","","No"
"684",684,0,3,"Goodwin, Mr. Charles Edward",27,"male",5,2,"CA 2144",46,"",14,168,"England","Southampton","Niagara Falls, New York, US","US","","No"
"685",685,0,2,"Brown, Mr. Thomas William Solomon",33,"male",1,1,"29750",39,"",60,720,"South Africa","Southampton","Seattle, Washington, US","US","","No"
"686",686,0,2,"Laroche, Mr. Joseph Philippe Lemercier",38,"male",1,2,"SC/Paris 2123",41,"",25,300,"France","Cherbourg","Cap-Ha??tien, Haiti","Haiti","","No"
"687",687,0,3,"Panula, Mr. Jaako Arnold",24,"male",4,1,"3101295",39,"",15,180,"Finland","Southampton","Coal Center, Pennsylvania, US","US","","No"
"688",688,0,3,"Dakic, Mr. Branko",17,"male",0,0,"349228",10,"",19,228,"Croatia","Southampton","New York City","US","","No"
"689",689,0,3,"Fischer, Mr. Eberhard Thelander",31,"male",0,0,"350036",7,"",18,216,"Sweden","Southampton","New York City","US","","No"
"690",690,1,1,"Madill, Miss. Georgette Alexandra",33,"female",0,1,"24160",211,"B5",16,192,"US","Southampton","St Louis, Missouri, US","US","2","Yes"
"691",691,1,1,"Dick, Mr. Albert Adrian",23,"male",1,0,"17474",57,"B20",31,372,"Canada","Southampton","Calgary, Alberta, Canada","Canada","3","Yes"
"692",692,1,3,"Karun, Miss. Manca",18,"female",0,1,"349256",13,"",4,48,"Slovenia","Southampton","Galesburg, Illinois, US","US","15","Yes"
"693",693,1,3,"Lam, Mr. Ali",12,"male",0,0,"1601",56,"",37,444,"China","Southampton","New York City","US","C","Yes"
"694",694,0,3,"Saad, Mr. Khalil",16,"male",0,0,"2672",7,"",25,300,"Syria","Cherbourg","Ottawa, Ontario, Canada","Canada","","No"
"695",695,0,1,"Weir, Col. John",15,"male",0,0,"113800",26,"",59,708,"US","Southampton","New York, New York, US","US","","No"
"696",696,0,2,"Chapman, Mr. Charles Henry",26,"male",0,0,"248731",13,"",52,624,"US","Southampton","Bronx, New York, US","US","","No"
"697",697,0,3,"Kelly, Mr. James",16,"male",0,0,"363592",8,"",44,528,"Ireland","Queenstown","New Haven, Connecticut, US","US","","No"
"698",698,1,3,"Mullens, Miss. Katherine ""Katie""",32,"female",0,0,"35852",7,"",19,228,"Ireland","Queenstown","New York City","US","16","Yes"
"699",699,0,1,"Thayer, Mr. John Borland",24,"male",1,1,"17421",110,"C68",49,588,"US","Cherbourg","Haverford, Pennsylvania, US","US","","No"
"700",700,0,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",40,"male",0,0,"348121",7,"F G63",42,504,"Norway","Southampton","Milwaukee, Wisconsin, US","US","","No"
"701",701,1,1,"Astor, Mrs. John Jacob ",23,"female",1,0,"PC 17757",227,"C62 C64",18,216,"US","Cherbourg","New York, New York, US","US","4","Yes"
"702",702,1,1,"Silverthorne, Mr. Spencer Victor",32,"male",0,0,"PC 17475",26,"E24",35,420,"US","Southampton","St Louis, Missouri, US","US","5","Yes"
"703",703,0,3,"Barbara, Miss. Saiide",21,"female",0,1,"2691",14,"",12,144,"Lebanon","Cherbourg","Ottawa, Ontario, Canada","Canada","","No"
"704",704,0,3,"Gallagher, Mr. Martin",21,"male",0,0,"36864",7,"",29,348,"Ireland","Queenstown","New York City","US","","No"
"705",705,0,3,"Hansen, Mr. Henrik Juul",23,"male",1,0,"350025",7,"",26,312,"Denmark","Southampton","Racine, Wisconsin, US","US","","No"
"706",706,0,2,"Morley, Mr. Henry Samuel ",25,"male",0,0,"250655",26,"",38,456,"England","Southampton","Los Angeles, US","US","","No"
"707",707,1,2,"Kelly, Mrs. Florence ""Fannie""",29,"female",0,0,"223596",13,"",45,540,"England","Southampton","New York City","US","9","Yes"
"708",708,1,1,"Calderhead, Mr. Edward Pennington",33,"male",0,0,"PC 17476",26,"E24",42,504,"US","Southampton","New York, New York, US","US","5","Yes"
"709",709,1,1,"Cleaver, Miss. Alice",20,"female",0,0,"113781",151,"",22,264,"England","Southampton","Montreal, Quebec, Canada","Canada","11","Yes"
"710",710,1,3,"Moubarek, Master. Halim Gonios ",31,"male",1,1,"2661",15,"",4,48,"Lebanon","Cherbourg","Houtzdale, Pennsylvania, US","US","C","Yes"
"711",711,1,1,"Mayne, Mlle. Berthe Antonine ",29,"female",0,0,"PC 17482",49,"C90",24,288,"Belgium","Cherbourg","Montreal, Quebec, Canada","Canada","6","Yes"
"712",712,0,1,"Klaber, Mr. Herman",18,"male",0,0,"113028",26,"C124",45,540,"US","Southampton","Portland, Oregon, US","US","","No"
"713",713,1,1,"Taylor, Mr. Elmer Zebley",24,"male",1,0,"19996",52,"C126",48,576,"England","Southampton","East Orange, New Jersey, US","US","5","Yes"
"714",714,0,3,"Larsson, Mr. August Viktor",26,"male",0,0,"7545",9,"",29,348,"US","Southampton","Stamford, Connecticut, US","US","","No"
"715",715,0,2,"Greenberg, Mr. Samuel",21,"male",0,0,"250647",13,"",52,624,"US","Southampton","Bronx, New York, US","US","","No"
